,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,2,4.833530696410614,0.5420109232945414,-0.9845975038927347,0.13374286410709163,0.00195459606936621,-1.1230499764779098,1.1275425473731722,-0.9158779650303227,0.12583222296416566,1.186073049362323,-0.03646901873332686,3.0354839034760985,0.6073017581073799,-1.8979572579846828,0.4715013611428772,0.8725768573486753,1.4276115449703273,-1.3242146894426257,0.854122390890427,-1.7579372037815393,-2.532471320147072,1.2180611233967333,1.5019147942937834,1.462644484938239,-0.3661328628834687,-0.6660485713979752,3.2629096717314683,1.9362564672754043,-0.968279972700803,-1.711472888978962
1,0,4.041436960017778,0.043254545925449896,0.8187731026713557,1.509509719457189,0.44557444252926526,0.714476045906155,1.253506079476685,0.6078981037200293,0.951082262846826,1.6136008711807133,-0.48313137358922187,3.9328912285543884,0.4078659545933503,-1.1538842522118054,1.451583231754019,-0.47596942132967723,-0.20615022849136252,1.6266947650103178,-0.8293467941500113,0.042329728095088295,-1.4127946596835028,1.8933836248666491,1.7604965192665516,0.5353970084994655,0.2993781164296939,0.3907978584953429,1.2869617577610166,2.1150996659791512,1.8150179156280477,1.9388020199534564
2,1,-5.022803221233485,0.9055092142850419,-1.1771291227608673,0.24282190188385458,-1.2700329089685125,-1.811686052401621,-1.0063913531242044,0.5314942418292172,-0.6304255194911258,0.6197653753428672,0.26443190012482276,-3.780776105995339,-0.20254679402761774,0.8898116548640397,0.6213899512164701,-0.8853947408382223,0.7391936199978709,-1.7081835252233297,-1.9443527464103831,-0.42405003043507217,4.604575996565989,0.7275039622285625,0.7881634379596385,0.2776255553040672,1.6025855420376607,-0.57328814876219,0.5828310071968763,0.746376217571412,-2.5611637576076762,1.708863211386463
3,0,8.142643178567537,0.18856278953043148,-0.0478019238205562,-0.31539426084864786,-1.8133941245055007,1.3814577999371633,0.6777608003752162,0.39582919482109724,-1.0467518153614552,2.772217854064708,0.8775367643331067,2.6625103567102077,0.4528626533604384,-3.2081759203369655,-0.11192235952146629,0.030854522419392183,-0.4220971825450267,-0.11378297684125535,-1.7203444938602788,0.6321353735126566,-3.260433935536392,3.22063023298808,-1.2938794004763734,2.0161552141097143,-0.5746722278402655,-0.611484202090997,5.060627326998631,0.4399374561683399,4.916850922089527,-1.5319097333598761
4,2,5.054923243166221,-0.28450186064995553,-1.6467435960809504,-0.27909290666745445,0.31474648428621094,-0.20541260618913978,-0.26632945933729657,-0.4659279292475471,0.8108402950785423,5.134462792729204,0.12588286117122557,5.168736107806492,0.7351507379220779,-2.469732621777679,0.9013419805031846,-1.3432983816364636,2.868344844725927,0.37817567471242375,0.9942560035045718,-1.270042631727312,1.680388272848421,-0.19876342444111858,0.49246994701990965,2.1962837121697487,-0.7198541603203771,-0.46186168993324617,-0.6540428269975311,3.56183924073072,2.4400384110845126,-1.5719132619068517
5,2,-1.1027030125631612,-0.5741350650818002,-0.39756143698418134,0.31312611014692304,0.8972140040927976,1.9155600336521754,0.027573226178528004,0.044683471120526376,-0.15958769842613954,-3.2460674157373473,0.5582878942535106,0.6586849979444758,0.719248816966529,1.6027470809434148,-0.09224770602477922,-1.2376322114460405,3.3070746999566203,-0.7395236911803754,3.186846306098883,-0.8111686991333503,0.20180398571523864,-0.7322537506921738,-1.4403576331663024,2.2444113764715956,1.896401775575353,0.26629730784462935,-4.7239486656089165,-3.6169451537844433,3.28944559109208,1.2363002843154596
6,2,8.478484097653759,-0.8784372100088979,0.2641777031069682,0.663113788311315,0.12139102161981973,-1.8275597313111902,-0.5400875367983309,0.20516094153534,0.8750078040572874,-0.2786252154879568,-0.03612397234738532,3.7826938324359376,-0.631319991430789,-2.135010595567515,-2.409375360928868,-0.007281705865656879,-1.0145050749776767,0.4231262674487989,0.9919086540446771,-0.673265208177974,-1.2186312105403139,-3.060357446906236,-0.03156053717602658,2.1029602725157033,-0.24021153819872734,0.6235302983069115,2.832418754261265,1.9860590920361796,4.291636940866412,1.4033274665664355
7,1,3.4726476455089648,1.403269486470715,-0.7417121479256398,1.0032595522014054,0.1458732849689166,-1.4330026982572637,1.3316851801221268,-1.2570790817778381,-0.7491114356073088,0.693415223709467,-0.2722840642862392,2.90728413292507,-1.0007280609048157,0.5205455707748058,-0.6097015340149865,0.02908983247330857,0.4981615817259677,1.0638347159218051,0.22377177269635098,1.0143562382009197,-1.8881016427842772,-2.9328138978631686,-0.9545064039269443,4.720664557525879,0.3324793899035441,-2.0530164367066646,3.070699096902242,1.0514957369590248,1.0014675642682995,3.007122904963593
8,1,2.2968992662705054,-0.219220121173984,0.43934330167797153,1.3252968869997421,-1.6656046249390786,0.8205243714078192,-1.0479769775304508,-0.030000319873287218,1.4910306717825608,0.01316561532939789,0.02107668379060962,5.465687939889676,1.4810051594365938,-1.8973739601612105,1.4129155882049433,2.059644085370582,2.7325984751148744,0.510767155146697,-2.3551840177401058,-0.38016643566108377,-0.2802597971421886,-0.4767951967997478,-0.9004238898637807,0.9414471250716493,-0.29910042020896854,-0.7581618609970361,-0.3798083304746459,1.5724951150438085,2.101738096312546,-0.8282087213783007
9,1,-0.5947734285170577,1.9110207280235336,0.4275040956219903,0.3405263993123798,-1.4102868784026574,-0.722783748158004,-0.8052358163205204,-0.2750352612549368,0.08751389876783279,1.3011791386546592,0.7293409336088094,-0.8817763897797309,-1.0554972459280139,-0.3171189203807794,-0.9500701199469136,0.4914897297741002,-0.29099906146011867,-0.3182926138655485,-2.1568182120676007,0.21723780525765132,2.540142692869854,1.8444819641156565,-0.45586381638947093,2.5978799623332662,0.054941332552079405,-0.5704550404015961,3.782082879603334,2.1999277052657558,-2.248494093119296,-0.05107886563447378
10,0,5.0431300588052,-1.4688825389597024,-0.2035097587856011,-2.3233724088754077,1.201247684448162,1.255565962729292,0.4111311282442731,0.10038373617179734,0.6598392845989163,1.8729649612053536,-0.841882365697137,-0.9244237447950842,0.6041131682330872,-2.429381975678542,-0.5570697192477744,1.7474609034842246,-0.031803751356471927,-2.2419172071601134,-0.18793004618946604,0.6180348146393964,-0.22009411561928757,0.7453917145721425,0.8167027953749655,1.4220226676021324,0.4275609798598433,0.9791300563250527,4.038529286822687,0.2001181110120235,2.529214216765237,-0.14291313452343127
11,0,-1.448534473782153,0.8360731621742571,-0.15682048032904958,1.2836254610293754,-1.078809168999814,1.8241096435849402,-0.13654141465156208,-1.6706240290296197,0.5678141805148027,-0.3540392221094111,-0.37475577771115,2.7445708959696957,-0.9530711729672604,3.613269258349435,0.4198333066433896,1.3979460089660605,1.2120540858092332,0.5994831160259593,-0.04040966703886559,-0.7492075368575304,1.7072430089738655,-0.6947691074221692,-0.7359756991971863,0.07546592783083986,-0.16528893020913468,-0.973267667863993,-1.8244921278811574,4.199716757052827,0.07645579507970793,-0.33835013872678
12,2,1.0064297382342968,0.48534540805431314,0.8572931584112091,1.3997267058764773,-0.9274290047764041,0.2561907013738385,-0.15399945077765428,0.3021845339766831,-0.26879569864145747,-0.27789895530518105,0.41237465547731345,-4.275498871554667,-0.04894172506172462,3.9219830726398515,0.27944207840185264,-0.4439245994170993,-5.006517928285097,0.6109792759045208,-1.7424043577552237,0.1868104953975277,-1.5168686156596682,1.5197122461611026,-0.9306182601125882,0.38313261553255595,-1.4830831545265564,-1.9634934117608251,5.379876192777251,0.7194870728473647,2.3978000458350475,-0.4444450325750582
13,0,-4.074967843310042,0.4178932716057693,-0.45502580255381586,-0.8037154223234578,-0.4372805003488974,-0.2830127414751621,-1.60364205941404,-0.6959837249736973,0.9311033825951731,-0.08443253506934675,1.7277603643342296,-1.660372285443049,0.2844021260101296,1.8131538549466435,-2.7424386479700322,0.29572080820524727,-0.9779412048711519,1.7383631309967433,-3.0719328159372323,0.8218384355283767,0.43885391852305855,-0.06179667258291208,-1.3543425266180131,-0.3342723715286199,0.665971306521108,0.3375755847631621,-0.2199919798673521,-1.3536505470271758,0.616860972668983,-1.6077125591729162
14,0,0.20139839714923097,-0.5440292874390622,-0.5151255048744934,0.9239203813166018,-1.1027157174210056,-2.4491942927970056,0.5184147447421456,1.784304067090923,0.9098052472160085,-1.5901141995107442,-0.41669945620591586,4.672410808355631,1.2960770973524651,-0.49296158124295186,0.9126147998557101,1.2308071189614096,0.6654979417536634,2.184969031060237,-1.5298591308972647,-0.5298970452888526,-0.009005200201126579,-1.6983313122496662,-0.06126561355276813,-0.6163500031051011,0.9697408699941354,0.5540553893604865,-1.687267798512024,1.6696331309188492,0.1645950458971354,1.3732592183477057
15,1,4.245582539588979,-1.740716215838997,-0.9800500021036859,0.5707068147379039,0.4735059822306914,-0.10694346065886548,0.4856203586670017,1.3136205778683183,0.20731847397733918,0.870088258061352,-0.6530125262042027,-0.9802791332812718,0.06036449141867961,-1.7041379213179737,-0.8381939831350074,1.8771740837945161,-1.1025594343128415,-0.7146623219215947,3.0940015459924965,0.038369369294478387,1.1041856440510711,0.5186560624603302,0.3669955995624975,-0.14709049684273742,-0.38286071774082475,1.1746982572420976,0.09086920449432963,-0.06532368209094161,2.1498950330182174,0.3130731676566135
16,1,4.375027383868306,-0.9385799116234314,-0.12232954216034575,0.7231997142651776,0.7452957881236665,0.9279327983608632,-0.03263098364234118,0.525042910233013,0.17619079441589375,2.267076783436585,-2.0230755326364447,-1.496372515808297,0.2948129281167321,-2.6019626751658893,-0.524088426882596,-0.40646020156079143,-1.0108579148139825,-1.7251313817483989,1.0507059742943727,-1.618957317282786,1.4026311006208034,0.5606573142147424,1.0086029096333262,-0.9240597992371585,0.8989230214464109,2.735230741645035,1.9897305050302658,1.0070679227343686,1.731137633604747,1.1057682129713235
17,0,2.14097687077737,2.2248155770102693,-0.3836348793854948,1.4436491392781858,-1.008210193354602,1.2681364355216405,0.18657333027798528,-0.19811060255845966,0.07368406508616152,0.2705540897527766,0.20975073836342584,1.4081765930302206,0.8430043797362949,-0.11838347213259034,-0.040222416185095505,-1.6319030639060663,-2.399334333383701,3.101798769377451,-1.7501429784491438,1.2596945709925889,-0.37090514820553266,0.6399728504137522,0.6075552375792157,1.1355817395237402,1.7792507819587002,-1.1428268779548074,1.2398956226574125,0.10373287871466022,3.0651191935505584,0.7979884761040235
